,step,idx,x,y,vx,vy,ax,ay,TTC,laneid,attribute,veh_type
0,259299,15,443.1720886230469,-59.5887451171875,19.091238021850586,-0.022441202774643898,0.6040763854980469,0.12498179078102112,-22.31151388862439,-1,5,1
1,259299,0,545.3644409179688,-45.35955810546875,24.297128677368164,0.07172884792089462,1.5012550354003906,-1.3729697465896606,99999.0,-5,1,2
2,259299,1,495.9420166015625,-56.168338775634766,33.10297393798828,0.14040754735469818,0.469207763671875,-0.6426305770874023,8.101429075634254,-2,1,2
3,259299,2,364.2052307128906,-56.02066421508789,24.469812393188477,-0.015392743982374668,1.4959526062011719,-0.0003062933683395386,99999.0,-2,1,2
4,259299,3,635.1127319335938,-49.21809768676758,18.98044204711914,-0.04335964098572731,1.8622589111328125,0.45583274960517883,99999.0,-4,1,2
5,259299,4,360.6910095214844,-59.52330017089844,25.70750617980957,-0.01543701346963644,2.286205291748047,0.002359515056014061,12.4664151750222,-1,1,1
6,259299,5,781.9418334960938,-61.30951690673828,33.23601150512695,-2.286754608154297,1.168060302734375,-1.400294303894043,99999.0,-1,1,2
7,259299,6,561.1102905273438,-56.38398742675781,25.058834075927734,0.5796052813529968,1.6256332397460938,-0.3363931179046631,99999.0,-2,1,2
8,259299,7,329.22393798828125,-48.99966049194336,25.020877838134766,-0.015097334049642086,-0.10873794555664062,-0.0002409704029560089,99999.0,-4,1,1
9,259299,8,442.0150146484375,-51.07179260253906,28.75013542175293,2.1208291053771973,0.5048751831054688,-0.14916658401489258,399.81986878290525,-3,2,1
10,259299,9,524.9264526367188,-59.349578857421875,23.537370681762695,-0.1986934244632721,0.9064483642578125,-7.228092193603516,99999.0,-1,2,1
11,259299,10,520.1170043945312,-52.58423614501953,26.844640731811523,0.06911204010248184,0.8226394653320312,0.8647670745849609,99999.0,-3,2,2
12,259299,11,475.1564025878906,-52.37821960449219,28.625463485717773,0.6185694932937622,1.5643501281738281,7.340219020843506,53.00760755678503,-3,2,1
13,259299,12,664.9204711914062,-52.41250991821289,30.652660369873047,0.5150535702705383,0.09052276611328125,-2.0968527793884277,99999.0,-3,2,2
14,259299,13,547.4261474609375,-48.9598388671875,25.89502716064453,0.036499686539173126,2.517871856689453,-0.4378446340560913,12.681393807958322,-4,2,1
15,259299,14,522.335205078125,-49.09967041015625,28.867338180541992,0.029025889933109283,-2.2960853576660156,0.19029396772384644,8.442123280427458,-4,2,1
16,259300,15,445.07928466796875,-59.59078598022461,19.0838623046875,-0.012537379749119282,-0.07375717163085938,0.09903822839260101,-18.06455861730442,-1,5,1
17,259300,0,547.8028564453125,-45.35703659057617,24.454172134399414,-0.047206733375787735,1.5704345703125,-1.1893558502197266,99999.0,-5,1,2
18,259300,1,499.2546691894531,-56.15159225463867,33.144630432128906,0.17851537466049194,0.41656494140625,0.3810782730579376,7.975468959759393,-2,1,2
19,259300,2,366.6607971191406,-56.02222442626953,24.626760482788086,-0.015407838858664036,1.5694808959960938,-0.00015094876289367676,99999.0,-2,1,2
20,259300,3,637.0210571289062,-49.22125244140625,19.166057586669922,-0.004793265834450722,1.8561553955078125,0.3856637477874756,99999.0,-4,1,2
21,259300,4,363.27630615234375,-59.52483367919922,25.957632064819336,-0.015344124287366867,2.5012588500976562,0.0009288918226957321,11.900743715153355,-1,1,1
22,259300,5,785.2720336914062,-61.54439163208008,33.35171890258789,-2.427157402038574,1.157073974609375,-1.4040279388427734,99999.0,-1,1,2
23,259300,6,563.6201782226562,-56.32802200317383,25.074100494384766,0.5223828554153442,0.1526641845703125,-0.5722242593765259,99999.0,-2,1,2
24,259300,7,331.7048645019531,-49.00117111206055,24.59884262084961,-0.014874826185405254,-4.2203521728515625,0.0022250786423683167,99999.0,-4,1,1
25,259300,8,444.8944091796875,-50.85971450805664,28.843257904052734,2.020261287689209,0.9312248229980469,-1.0056781768798828,-3100.7823661218868,-3,2,1
26,259300,9,527.2858276367188,-59.39031982421875,23.63463592529297,-0.9532844424247742,0.9726524353027344,-7.545909881591797,99999.0,-1,2,1
27,259300,10,522.8082885742188,-52.586936950683594,26.960405349731445,-0.07143151015043259,1.1576461791992188,-1.405435562133789,99999.0,-3,2,2
28,259300,11,478.0325622558594,-52.32133102416992,28.85920524597168,0.8293418884277344,2.3374176025390625,2.1077239513397217,51.13270640022768,-3,2,1
