,step,idx,x,y,vx,vy,ax,ay,TTC,laneid,attribute,veh_type
0,154487,15,458.9471435546875,-59.5770378112793,22.16336441040039,-0.009811434894800186,1.0851097106933594,0.0065359193831682205,99999.0,-1,5,1
1,154487,0,454.4742736816406,-45.58536911010742,24.675983428955078,-0.04049636796116829,1.6061782836914062,-0.04604753106832504,99999.0,-1,1,2
2,154487,1,273.2530517578125,-55.93058776855469,32.38462448120117,-0.04934997484087944,-5.669441223144531,0.041775740683078766,99999.0,-2,1,2
3,154487,2,608.1047973632812,-47.466976165771484,23.375534057617188,-1.7480164766311646,-8.542823791503906,1.2672698497772217,99999.0,-5,1,2
4,154487,3,342.6992492675781,-52.68464660644531,28.99627113342285,-1.2721538543701172,-2.9271316528320312,-4.649649143218994,11.662338368438204,-3,1,1
5,154487,4,359.9157409667969,-59.246971130371094,32.44094467163086,-0.2111380398273468,1.18988037109375,-0.03572016954421997,9.635576696195427,-1,1,2
6,154487,5,401.2052917480469,-53.802459716796875,23.981081008911133,1.2590925693511963,0.2756309509277344,0.1287829875946045,-11.091008726888527,-3,1,2
7,154487,6,247.37258911132812,-59.44993591308594,24.023284912109375,-0.014788039959967136,-1.4137840270996094,-0.0001843925565481186,99999.0,-1,1,1
8,154487,7,479.2810974121094,-52.58827590942383,27.93779754638672,-0.005605462472885847,-4.410686492919922,0.014057704247534275,99999.0,-3,1,1
9,154487,8,466.3387451171875,-56.07940673828125,24.09050941467285,-0.007626672275364399,0.47626495361328125,0.00920603983104229,99999.0,-2,2,1
10,154487,9,519.9471435546875,-49.101951599121094,24.19831657409668,-0.4085915684700012,0.8531570434570312,-5.4070329666137695,99999.0,-4,2,2
11,154487,10,273.79510498046875,-48.96605682373047,24.456207275390625,-0.014903593808412552,1.4966773986816406,-0.0010264944285154343,109.12562854959913,-4,2,2
12,154487,11,447.6844787597656,-49.07588577270508,25.14375114440918,-0.014926065690815449,-3.773193359375,0.0027910154312849045,99.65638801121194,-4,2,1
13,154487,12,445.8885498046875,-52.57941436767578,28.009056091308594,-0.009024959057569504,1.44073486328125,-0.005418667569756508,751.4766951680265,-3,2,2
14,154487,13,600.2138061523438,-52.62020492553711,33.13734436035156,-0.07275235652923584,-1.8507003784179688,-0.009023100137710571,99999.0,-3,2,3
15,154487,14,362.5408630371094,-49.02013397216797,23.642963409423828,-0.014390360563993454,-1.8895912170410156,-0.0024036504328250885,-56.73261240215575,-4,2,1
16,154488,15,461.17132568359375,-59.5779914855957,22.31596565246582,-0.009072482585906982,1.5260124206542969,0.007389523088932037,99999.0,-1,5,1
17,154488,0,456.9506530761719,-45.58481979370117,24.83662986755371,0.04931142181158066,1.6064643859863281,0.8980779647827148,99999.0,-1,1,2
18,154488,1,276.4783630371094,-55.93537521362305,32.18697738647461,-0.04607943072915077,-1.976470947265625,0.03270544111728668,99999.0,-2,1,2
19,154488,2,610.3956909179688,-47.63288879394531,22.52984046936035,-1.5629613399505615,-8.45693588256836,1.8505513668060303,99999.0,-5,1,2
20,154488,3,345.5915222167969,-52.82331466674805,28.873600006103516,-1.6284823417663574,-1.2267112731933594,-3.5632848739624023,12.111009500202785,-3,1,1
21,154488,4,363.1665954589844,-59.26823043823242,32.565059661865234,-0.21389876306056976,1.24114990234375,-0.027607232332229614,9.562183261801557,-1,1,2
22,154488,5,403.60968017578125,-53.68085479736328,24.08473014831543,1.1729395389556885,1.0364913940429688,-0.8615303039550781,-11.077589890958208,-3,1,2
23,154488,6,249.77378845214844,-59.45140075683594,24.006959915161133,-0.014861172065138817,-0.16324996948242188,-0.0007313210517168045,99999.0,-1,1,1
24,154488,7,482.0768737792969,-52.58763122558594,27.95594024658203,0.02155781164765358,0.181427001953125,0.27163273096084595,99999.0,-3,1,1
25,154488,8,468.752685546875,-56.08013153076172,24.170644760131836,-0.0068290699273347855,0.8013534545898438,0.007976023480296135,99999.0,-2,2,1
26,154488,9,522.373779296875,-49.117347717285156,24.311731338500977,0.08507102727890015,1.1341476440429688,4.936625957489014,99999.0,-4,2,2
