,step,idx,x,y,vx,vy,ax,ay,TTC,laneid,attribute,veh_type
0,228654,15,392.7328186035156,-49.03827667236328,23.34064483642578,-0.014285176992416382,-0.3523063659667969,-1.6298145055770874e-05,99999.0,-4,5,3
1,228654,0,390.807373046875,-56.03715515136719,29.680015563964844,-0.018114419654011726,1.2305068969726562,-0.0006963871419429779,99999.0,-2,1,2
2,228654,1,508.94769287109375,-45.58188247680664,27.804899215698242,-0.07035544514656067,1.0365486145019531,0.06073862314224243,99999.0,-1,1,3
3,228654,2,452.2112731933594,-59.57425308227539,33.333152770996094,-0.01890881545841694,1.405487060546875,0.006720870733261108,8.542975545784648,-1,1,3
4,228654,3,756.6639404296875,-56.50338363647461,32.898799896240234,-1.1332321166992188,1.1991119384765625,-1.6916453838348389,99999.0,-2,1,2
5,228654,4,237.04779052734375,-55.943485260009766,24.607091903686523,-0.014935264363884926,-4.220123291015625,0.0025406386703252792,99999.0,-2,1,1
6,228654,5,690.4833374023438,-52.30357360839844,32.166770935058594,0.2603541314601898,2.0498275756835938,-2.5159237384796143,99999.0,-3,1,1
7,228654,6,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,-1,1,3
8,228654,7,840.6199951171875,-60.32609176635742,29.22261619567871,-4.0085978507995605,0.49102783203125,-1.206352710723877,99999.0,-3,1,3
9,228654,8,327.5751037597656,-52.502967834472656,28.004701614379883,-0.017169054597616196,2.5215911865234375,-0.001903623342514038,99999.0,-3,2,3
10,228654,9,527.3356323242188,-52.575584411621094,27.122447967529297,-0.19982358813285828,1.0701560974121094,-4.763399600982666,99999.0,-3,2,2
11,228654,10,666.9737548828125,-49.0914306640625,27.470487594604492,0.006076512858271599,-4.673519134521484,-0.006699049845337868,99999.0,-4,2,3
12,228654,11,552.7942504882812,-55.79796600341797,26.808448791503906,0.01605398766696453,-5.399055480957031,-0.7987532615661621,99999.0,-2,2,2
13,228654,12,446.41705322265625,-52.570804595947266,30.44119644165039,-0.017898233607411385,1.3915634155273438,0.0016669556498527527,24.383832437418903,-3,2,3
14,228654,13,662.9183349609375,-56.06831359863281,32.93266296386719,-0.02024739980697632,1.4505767822265625,0.010615326464176178,99999.0,-2,2,3
15,228654,14,534.375,-59.302162170410156,23.715333938598633,0.7291123867034912,1.6892623901367188,-1.9977033138275146,99999.0,-1,2,3
16,228655,15,395.06732177734375,-49.03969192504883,23.34197998046875,-0.014281018637120724,0.0133514404296875,4.1583552956581116e-05,99999.0,-4,5,3
17,228655,0,393.78277587890625,-56.038963317871094,29.81235122680664,-0.018145674839615822,1.3233566284179688,-0.0003125518560409546,99999.0,-2,1,2
18,228655,1,511.7296447753906,-45.600624084472656,27.786054611206055,-0.2649715840816498,-0.188446044921875,-1.9461613893508911,99999.0,-1,1,3
19,228655,2,455.55224609375,-59.57611846923828,33.47149658203125,-0.017919056117534637,1.3834381103515625,0.009897593408823013,8.481195869764258,-1,1,3
20,228655,3,759.9605102539062,-56.62361526489258,33.01885986328125,-1.2930161952972412,1.2005996704101562,-1.5978407859802246,99999.0,-2,1,2
21,228655,4,239.47781372070312,-55.94495391845703,24.13298225402832,-0.014738609082996845,-4.741096496582031,0.001966552808880806,99999.0,-2,1,1
22,228655,5,693.7110595703125,-52.28997039794922,32.366085052490234,-0.01009764801710844,1.9931411743164062,-2.7045178413391113,99999.0,-3,1,1
23,228655,6,-269.1937255859375,-55.8834114074707,0.0,0.0,0.0,0.0,99999.0,-2,1,3
24,228655,7,843.5478515625,-60.73159408569336,29.312435150146484,-4.113315582275391,0.8981895446777344,-1.0471773147583008,99999.0,-3,1,3
25,228655,8,330.3789367675781,-52.50467300415039,27.954315185546875,-0.017160190269351006,-0.5038642883300781,8.864328265190125e-05,99999.0,-3,2,3
26,228655,9,530.0540161132812,-52.567874908447266,27.22956657409668,0.2929641604423523,1.0711860656738281,4.927877426147461,99999.0,-3,2,2
27,228655,10,669.6864624023438,-49.09085464477539,26.930097579956055,0.0053968410938978195,-5.403900146484375,-0.006796717643737793,99999.0,-4,2,3
28,228655,11,555.4652099609375,-55.79948043823242,26.665023803710938,-0.057593390345573425,-1.4342498779296875,-0.736473798751831,99999.0,-2,2,2
29,228655,12,449.4688720703125,-52.57256317138672,30.580087661743164,-0.017268305644392967,1.3889122009277344,0.006299279630184174,24.053088037101737,-3,2,3
30,228655,13,666.2195434570312,-56.0703010559082,33.077293395996094,-0.01854642853140831,1.4463043212890625,0.017009712755680084,99999.0,-2,2,3
31,228655,14,536.756103515625,-59.226318359375,23.896793365478516,0.6074236035346985,1.8145942687988281,-1.2168878316879272,99999.0,-1,2,3
32,228656,15,397.3994140625,-49.041107177734375,23.30266761779785,-0.014292008243501186,-0.3931236267089844,-0.00010989606380462646,99999.0,-4,5,3
33,228656,0,396.77142333984375,-56.040771484375,29.949119567871094,-0.01821601763367653,1.3676834106445312,-0.0007034279406070709,99999.0,-2,1,2
34,228656,1,514.4871826171875,-45.612205505371094,27.364824295043945,-0.019541803747415543,-4.212303161621094,2.4542977809906006,99999.0,-1,1,3
35,228656,2,458.9017028808594,-59.577880859375,33.443199157714844,-0.016794046387076378,-0.2829742431640625,0.011250097304582596,8.570954764011008,-1,1,3
36,228656,3,763.2691040039062,-56.75992965698242,33.137939453125,-1.4544506072998047,1.1907958984375,-1.6143441200256348,99999.0,-2,1,2
37,228656,4,241.881591796875,-55.94641876220703,23.99276351928711,-0.01481651607900858,-1.4021873474121094,-0.0007790699601173401,99999.0,-2,1,1
38,228656,5,696.95849609375,-52.30259323120117,32.562747955322266,-0.2383672147989273,1.9666290283203125,-2.2826955318450928,99999.0,-3,1,1
39,228656,6,-269.1937255859375,-55.8834114074707,0.0,0.0,0.0,0.0,99999.0,-2,1,3
40,228656,7,846.4854736328125,-61.1479377746582,29.41985511779785,-4.225988864898682,1.0741996765136719,-1.1267328262329102,99999.0,-3,1,3
41,228656,8,333.12115478515625,-52.50634765625,26.92535400390625,-0.016608228906989098,-10.28961181640625,0.00551961362361908,99999.0,-3,2,3
42,228656,9,532.7850952148438,-52.552024841308594,27.37839126586914,0.08792101591825485,1.4882469177246094,-2.050431251525879,99999.0,-3,2,2
