,step,idx,x,y,vx,vy,ax,ay,TTC,laneid,roadid,roadS,attribute,veh_type,instanceReward,PersonalReward,CooperationReward,PersonalPolicyReward
0,7522,15,-29.103498458862305,-59.38456726074219,23.143051147460938,-0.0005475609796121716,2.389545440673828,0.00239108270034194,99999.0,-1,2,242.52005004882815,5,1,,0.0,0.0,0.0
1,7522,0,-117.77120208740234,-55.88325881958008,21.247257232666016,-7.170026219682768e-05,1.2769699096679688,0.00011251082469243556,-22.659161255348593,-2,2,153.65429687500003,0,3,-0.262748652597426,-0.262748652597426,0.0,-0.26274840954330275
2,7522,1,-167.00241088867188,-52.42621994018555,14.24923038482666,0.0477299764752388,2.302217483520508,-0.05950581282377243,99999.0,-3,2,103.72875976562503,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
3,7522,2,120.81389617919922,-8.841691970825195,20.712106704711914,-4.843207359313965,1.2420272827148438,-0.29711246490478516,99999.0,-1,22,20.868330001831072,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
4,7522,3,-175.78977966308594,-48.907928466796875,14.589982986450195,0.02625105157494545,-0.2323436737060547,-0.03187298774719238,-9.26032094259298,-4,2,94.96147155761722,0,1,-0.5979524035826025,-0.5979524035826025,0.0,-0.5981965541848212
5,7522,4,-44.73945617675781,-55.85537338256836,24.480314254760742,0.6793766021728516,2.1586990356445312,6.791593551635742,5.014461095858469,-2,2,227.01748657226565,0,3,0.15296687761173516,0.5417614781934854,-0.38879460058175025,0.5416733617513747
6,7522,5,8.710952758789062,-55.84876251220703,13.831061363220215,-0.03813791275024414,1.497945785522461,0.044532157480716705,99999.0,-2,2,279.3960266113281,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
7,7522,6,-61.5640754699707,-52.38483428955078,26.145727157592773,-0.00198948010802269,-0.4019927978515625,-0.0025662488769739866,99999.0,-3,2,210.29064941406253,0,1,-1.1382500000000002,-1.1382500000000002,0.0,-1.1382500000000002
8,7522,7,81.50019073486328,-52.384700775146484,26.38621711730957,-0.0020933866035193205,2.7004051208496094,-0.0026328791864216328,99999.0,-3,16,3.4472501277923784,0,3,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
9,7522,8,25.923131942749023,-48.88347244262695,27.60514259338379,-6.797216337872669e-05,1.7319679260253906,-0.0004366438661236316,99999.0,-4,2,297.98687744140625,0,3,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
10,7522,9,-102.46465301513672,-59.38483810424805,26.44481658935547,-0.002016891725361347,2.6932716369628906,-0.002886899746954441,22.151672969195623,-1,2,169.48822021484378,0,1,-0.26672875172016797,-0.26672875172016797,0.0,-0.2666347571951338
11,7522,10,216.1437225341797,-59.43244171142578,26.455167770385742,-0.017949149012565613,2.692718505859375,-0.004521775990724564,99999.0,-1,16,138.09656524658197,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
12,7522,11,149.8832244873047,-55.88694763183594,27.285133361816406,-0.016705917194485664,1.748199462890625,-0.023808982223272324,99999.0,-2,16,71.91503906250003,0,3,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
13,7522,12,182.54788208007812,-52.41054153442383,21.28160858154297,-0.0037311273626983166,1.2767410278320312,0.06840654462575912,99999.0,-3,16,103.97149682044977,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
14,7522,13,116.85638427734375,-59.385433197021484,26.358139038085938,-0.0007511931471526623,2.606658935546875,0.011340996250510216,-1140.7642127107435,-1,16,38.80013656616213,0,1,-0.6606948713534601,-0.6606948713534601,0.0,-0.6576154976918113
15,7522,14,-79.8380126953125,-48.88445281982422,24.961584091186523,-0.0007406340446323156,2.8481292724609375,-0.003234631149098277,99999.0,-4,2,191.9674224853516,0,3,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
16,7523,15,-26.77369499206543,-59.38461685180664,23.414236068725586,-0.00035203222068957984,2.7118492126464844,0.001955287531018257,99999.0,-1,2,244.87750244140628,5,1,,0.0,0.0,0.0
17,7523,0,-115.63945007324219,-55.88325881958008,21.37458610534668,-6.337490049190819e-05,1.2732887268066406,8.325361704919487e-05,-21.864524469910577,-2,2,155.79876708984378,0,3,-0.2666592305590659,-0.2666592305590659,0.0,-0.26665896728739596
18,7523,1,-165.56497192382812,-52.42161560058594,14.477400779724121,0.04247893765568733,2.2817039489746094,-0.05251038819551468,99999.0,-3,2,105.1889343261719,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
19,7523,2,122.89189910888672,-9.327775955200195,20.83541488647461,-4.87496280670166,1.2330818176269531,-0.3175544738769531,99999.0,-1,22,23.015119552612322,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
20,7523,3,-174.33226013183594,-48.905399322509766,14.56679630279541,0.023521775379776955,-0.23186683654785156,-0.027292761951684952,-9.093816350800044,-4,2,96.41880035400393,0,1,-0.6165280090392492,-0.6165280090392492,0.0,-0.6167782867585305
21,7523,4,-42.27626037597656,-55.781307220458984,24.739938735961914,1.133859634399414,2.5962448120117188,4.544830322265625,4.863794866956311,-2,2,229.50427246093753,0,3,0.18344987891731612,0.5826261930551921,-0.399176314137876,0.5825195902594131
22,7523,5,10.102336883544922,-55.852439880371094,13.980870246887207,-0.03403329849243164,1.4980888366699219,0.041046142578125,99999.0,-2,2,280.80242919921875,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
