,step,idx,x,y,vx,vy,ax,ay,TTC,laneid,roadid,roadS,attribute,veh_type,instanceReward,PersonalReward,CooperationReward,PersonalPolicyReward
0,6850,15,442.5732727050781,-59.57697296142578,22.875728607177734,-0.0025758338160812855,3.0329513549804688,-0.0046720425598323345,99999.0,-1,16,364.15883255004877,5,3,,0.0,0.0,0.0
1,6850,0,504.0091247558594,-52.576141357421875,28.7429141998291,0.15351493656635284,1.0046195983886719,0.1149924099445343,99999.0,-3,16,426.18130493164057,0,3,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
2,6850,1,900.4317626953125,-67.17469024658203,34.07936096191406,-7.012209415435791,-2.0730209350585938,-0.8402919769287109,99999.0,-4,13,377.0267868041992,0,3,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
3,6850,2,606.2168579101562,-49.125335693359375,32.32602310180664,-0.04444101080298424,0.7681655883789062,0.21759924292564392,99999.0,-4,13,83.72857666015628,0,1,-0.17507160797901417,-0.17507160797901417,0.0,-0.17517322879516828
4,6850,3,-47.93299102783203,-59.38718032836914,30.826515197753906,-0.00045678511378355324,2.203044891357422,0.0003533283597789705,99999.0,-1,2,224.45538330078128,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
5,6850,4,65.22128295898438,-49.291648864746094,21.67203140258789,0.27729061245918274,1.193389892578125,1.441821813583374,99999.0,-4,2,336.6891174316406,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
6,6850,5,496.53436279296875,-49.08687973022461,31.224151611328125,-0.0820220336318016,0.74676513671875,-0.256886750459671,99999.0,-4,16,418.95361328124994,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
7,6850,6,648.5923461914062,-52.12248229980469,35.787071228027344,-0.8129932880401611,1.3149642944335938,2.259383201599121,99999.0,-3,13,126.45178985595706,0,3,0.012785398944902583,0.012785398944902583,0.0,-0.06299313028187735
8,6850,7,936.7005004882812,-86.20599365234375,34.923973083496094,-8.823001861572266,-5.7289886474609375,-0.04589080810546875,99999.0,-1,13,416.3254852294922,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
9,6850,8,671.0829467773438,-49.14446258544922,20.94221305847168,0.05057322233915329,3.126506805419922,0.025231949985027313,99999.0,-4,13,147.46862792968753,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
10,6850,9,72.50625610351562,-52.3834114074707,5.766820798669414e-09,-4.075103632317223e-08,1.115248977612282e-07,-2.3541068117083341e-07,99999.0,-3,2,341.79998779296875,0,2,-0.7707500000000005,-0.7707500000000005,0.0,-0.7707500000000005
11,6850,10,409.4674377441406,-52.54864501953125,28.23687744140625,-0.016785025596618652,-7.300548553466797,0.00739341601729393,-190.60485255700834,-3,16,331.5639724731445,0,1,-0.5750359863553948,-0.5750359863553948,0.0,-0.5746199748369195
12,6850,11,605.8020629882812,-59.60922622680664,34.00859069824219,-0.025348488241434097,0.8039474487304688,0.171953022480011,99999.0,-1,13,83.48089599609378,0,3,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
13,6850,12,600.3658447265625,-56.10691452026367,34.19438552856445,-0.06924872100353241,0.7487106323242188,0.08544854819774628,15.25802642790122,-2,13,78.06286621093753,0,3,-0.158270728323273,-0.158270728323273,0.0,-0.18958859109952808
14,6850,13,663.2233276367188,-56.086341857910156,30.08475112915039,0.00019020377658307552,-0.14415740966796875,0.0017842306988313794,99999.0,-2,13,140.47735595703128,0,1,-1.1382500000000002,-1.1382500000000002,0.0,-1.1382500000000002
15,6850,14,677.3703002929688,-52.58428955078125,24.43556785583496,-0.00034793230588547885,1.1070060729980469,0.001125119742937386,99999.0,-3,13,154.09379434585574,0,3,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
16,6851,15,444.8661193847656,-59.5772705078125,22.84905242919922,-0.0034495966974645853,-0.26676177978515625,-0.008737629279494286,99999.0,-1,16,366.41157531738276,5,3,,0.0,0.0,0.0
17,6851,0,506.888671875,-52.57120895385742,28.83806610107422,-0.042585086077451706,0.9515190124511719,-1.9610002040863037,99999.0,-3,16,429.07059097290033,0,3,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
18,6851,1,903.8381958007812,-67.8814926147461,34.04887008666992,-7.151686668395996,-0.30490875244140625,-1.3947725296020508,99999.0,-4,13,380.511022567749,0,3,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
19,6851,2,609.4550170898438,-49.12901306152344,32.433780670166016,-0.020242635160684586,1.07757568359375,0.24198375642299652,99999.0,-4,13,86.97857666015628,0,1,-0.16428893372835623,-0.16428893372835623,0.0,-0.1643907404617404
20,6851,3,-44.83835220336914,-59.38723373413086,31.04433822631836,-0.0004232886421959847,2.1782302856445312,0.0003349647158756852,99999.0,-1,2,227.5716705322266,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
21,6851,4,67.3953857421875,-49.259033203125,21.793804168701172,0.3758707642555237,1.2177276611328125,0.9858015179634094,99999.0,-4,2,338.87542724609375,0,1,-0.6707500000000005,-0.6707500000000005,0.0,-0.6707500000000005
